Date,Time,Visitor Team,VisitorPts,Home Team,HomePts,Score Type,OT,Attend,Notes,HomeWin,HomeNumWins,VisitorNumWins,HomeWins2020,VisitorWins2020,HomeWinsBeforeAll,VisitorWinsBeforeAll
"Sat, Mar 20, 2021",9:00p,San Antonio Spurs,113,Milwaukee Bucks,120,Box Score,,"3,280",,1,333,281,56,32,46,23
"Sat, Mar 20, 2021",10:00p,Charlotte Hornets,98,Los Angeles Clippers,125,Box Score,,0,,1,334,281,49,23,37,18
"Sun, Mar 21, 2021",1:00p,Indiana Pacers,109,Miami Heat,106,Box Score,OT,0,,0,335,281,44,45,35,32
"Sun, Mar 21, 2021",2:00p,Oklahoma City Thunder,114,Houston Rockets,112,Box Score,,"3,297",,0,335,282,44,44,34,33
"Sun, Mar 21, 2021",3:00p,New Orleans Pelicans,113,Denver Nuggets,108,Box Score,,0,,0,335,283,46,30,38,23
"Sun, Mar 21, 2021",3:30p,Orlando Magic,96,Boston Celtics,112,Box Score,,0,,1,335,284,48,33,38,24
"Sun, Mar 21, 2021",7:00p,Washington Wizards,106,Brooklyn Nets,113,Box Score,,"1,773",,1,336,284,35,25,25,20
"Sun, Mar 21, 2021",7:00p,Toronto Raptors,105,Cleveland Cavaliers,116,Box Score,,0,,1,337,284,19,53,14,40
"Sun, Mar 21, 2021",7:00p,Chicago Bulls,100,Detroit Pistons,86,Box Score,,750,,0,338,284,20,22,19,19
"Sun, Mar 21, 2021",8:00p,Philadelphia 76ers,101,New York Knicks,100,Box Score,OT,"1,981",,0,338,285,21,43,17,34
"Sun, Mar 21, 2021",10:00p,Los Angeles Lakers,94,Phoenix Suns,111,Box Score,,"3,190",,1,338,286,34,52,22,41
"Sun, Mar 21, 2021",10:00p,Dallas Mavericks,132,Portland Trail Blazers,92,Box Score,,0,,0,339,286,35,43,25,33
"Mon, Mar 22, 2021",7:30p,Sacramento Kings,119,Cleveland Cavaliers,105,Box Score,,"4,100",,0,339,287,19,31,14,21
"Mon, Mar 22, 2021",8:00p,Oklahoma City Thunder,112,Minnesota Timberwolves,103,Box Score,,0,,0,339,288,19,44,16,33
"Mon, Mar 22, 2021",8:30p,Charlotte Hornets,100,San Antonio Spurs,97,Box Score,,"3,222",,0,339,289,32,23,23,18
"Mon, Mar 22, 2021",9:00p,Utah Jazz,120,Chicago Bulls,95,Box Score,,0,,0,339,290,22,44,19,36
"Mon, Mar 22, 2021",9:00p,Toronto Raptors,99,Houston Rockets,117,Box Score,,"2,965",,1,339,291,44,53,34,40
"Mon, Mar 22, 2021",9:00p,Boston Celtics,126,Memphis Grizzlies,132,Box Score,OT,"2,319",,1,340,291,34,48,28,38
"Mon, Mar 22, 2021",9:00p,Indiana Pacers,113,Milwaukee Bucks,140,Box Score,,"3,280",,1,341,291,56,45,46,32
"Mon, Mar 22, 2021",10:00p,Atlanta Hawks,110,Los Angeles Clippers,119,Box Score,,0,,1,342,291,49,20,37,15
"Tue, Mar 23, 2021",7:00p,Denver Nuggets,110,Orlando Magic,99,Box Score,,"3,485",,0,343,291,33,46,24,38
"Tue, Mar 23, 2021",7:30p,Los Angeles Lakers,111,New Orleans Pelicans,128,Box Score,,"3,700",,1,343,292,30,52,23,41
"Tue, Mar 23, 2021",7:30p,Washington Wizards,113,New York Knicks,131,Box Score,,"1,589",,1,344,292,21,25,17,20
"Tue, Mar 23, 2021",8:00p,Phoenix Suns,110,Miami Heat,100,Box Score,,0,,0,345,292,44,34,35,22
"Tue, Mar 23, 2021",10:00p,Philadelphia 76ers,108,Golden State Warriors,98,Box Score,,0,,0,345,293,15,43,12,34
"Tue, Mar 23, 2021",10:00p,Brooklyn Nets,116,Portland Trail Blazers,112,Box Score,,,,0,345,294,35,35,25,25
"Wed, Mar 24, 2021",7:00p,Detroit Pistons,111,Indiana Pacers,116,Box Score,,0,,1,345,295,45,20,32,19
"Wed, Mar 24, 2021",7:30p,Boston Celtics,119,Milwaukee Bucks,121,Box Score,,"3,280",,1,346,295,56,48,46,38
"Wed, Mar 24, 2021",7:30p,Denver Nuggets,111,Toronto Raptors,135,Box Score,,"1,578",,1,347,295,53,46,40,38
"Wed, Mar 24, 2021",8:00p,Cleveland Cavaliers,103,Chicago Bulls,94,Box Score,,0,,0,348,295,22,19,19,14
"Wed, Mar 24, 2021",8:00p,Charlotte Hornets,122,Houston Rockets,97,Box Score,,"3,163",,0,348,296,44,23,34,18
"Wed, Mar 24, 2021",8:00p,Dallas Mavericks,128,Minnesota Timberwolves,108,Box Score,,0,,0,348,297,19,43,16,33
"Wed, Mar 24, 2021",8:00p,Memphis Grizzlies,116,Oklahoma City Thunder,107,Box Score,,0,,0,348,298,44,34,33,28
"Wed, Mar 24, 2021",8:00p,Phoenix Suns,111,Orlando Magic,112,Box Score,,"3,891",,1,348,299,33,34,24,22
"Wed, Mar 24, 2021",8:30p,Los Angeles Clippers,134,San Antonio Spurs,101,Box Score,,"3,224",,0,349,299,32,49,23,37
"Wed, Mar 24, 2021",10:00p,Atlanta Hawks,108,Sacramento Kings,110,Box Score,,0,,1,349,300,31,20,21,15
"Wed, Mar 24, 2021",10:00p,Brooklyn Nets,88,Utah Jazz,118,Box Score,,"5,546",,1,350,300,44,35,36,25
"Thu, Mar 25, 2021",7:30p,Portland Trail Blazers,125,Miami Heat,122,Box Score,,0,,0,351,300,44,35,35,25
"Thu, Mar 25, 2021",7:30p,Washington Wizards,102,New York Knicks,106,Box Score,,"1,817",,1,351,301,21,25,17,20
"Thu, Mar 25, 2021",8:30p,Los Angeles Clippers,98,San Antonio Spurs,85,Box Score,,"3,225",,0,352,301,32,49,23,37
"Thu, Mar 25, 2021",10:00p,Philadelphia 76ers,109,Los Angeles Lakers,101,Box Score,,0,,0,352,302,52,43,41,34
"Thu, Mar 25, 2021",10:00p,Golden State Warriors,119,Sacramento Kings,141,Box Score,,0,,1,352,303,31,15,21,12
"Fri, Mar 26, 2021",7:00p,Brooklyn Nets,113,Detroit Pistons,111,Box Score,,750,,0,353,303,20,35,19,25
"Fri, Mar 26, 2021",7:30p,Boston Celtics,122,Milwaukee Bucks,114,Box Score,,"3,280",,0,353,304,56,48,46,38
"Fri, Mar 26, 2021",7:30p,Phoenix Suns,104,Toronto Raptors,100,Box Score,,0,,0,353,305,53,34,40,22
"Fri, Mar 26, 2021",8:00p,Miami Heat,105,Charlotte Hornets,110,Box Score,,"4,215",,1,353,306,23,44,18,35
"Fri, Mar 26, 2021",8:00p,Houston Rockets,101,Minnesota Timberwolves,107,Box Score,,0,,1,354,306,19,44,16,34
"Fri, Mar 26, 2021",8:00p,Denver Nuggets,113,New Orleans Pelicans,108,Box Score,,"3,700",,0,355,306,30,46,23,38
"Fri, Mar 26, 2021",8:00p,Portland Trail Blazers,112,Orlando Magic,105,Box Score,,"3,827",,0,355,307,33,35,24,25
"Fri, Mar 26, 2021",8:30p,Indiana Pacers,109,Dallas Mavericks,94,Box Score,,"4,132",,0,355,308,43,45,33,32
"Fri, Mar 26, 2021",9:00p,Memphis Grizzlies,114,Utah Jazz,117,Box Score,,"5,546",,1,355,309,44,34,36,28
"Fri, Mar 26, 2021",10:00p,Atlanta Hawks,124,Golden State Warriors,108,Box Score,,0,,0,356,309,15,20,12,15
"Fri, Mar 26, 2021",10:30p,Cleveland Cavaliers,86,Los Angeles Lakers,100,Box Score,,0,,1,356,310,52,19,41,14
"Sat, Mar 27, 2021",8:00p,New York Knicks,102,Milwaukee Bucks,96,Box Score,,"3,280",,0,357,310,56,21,46,17
"Sat, Mar 27, 2021",8:00p,Houston Rockets,129,Minnesota Timberwolves,107,Box Score,,0,,0,357,311,19,44,16,34
"Sat, Mar 27, 2021",8:00p,Detroit Pistons,92,Washington Wizards,106,Box Score,,0,,1,357,312,25,20,20,19
"Sat, Mar 27, 2021",8:30p,Chicago Bulls,104,San Antonio Spurs,120,Box Score,,"3,334",,1,358,312,32,22,23,19
"Sat, Mar 27, 2021",9:00p,Dallas Mavericks,103,New Orleans Pelicans,112,Box Score,,"3,700",,1,359,312,30,43,23,33
"Sat, Mar 27, 2021",9:00p,Boston Celtics,111,Oklahoma City Thunder,94,Box Score,,0,,0,360,312,44,48,33,38
"Sat, Mar 27, 2021",9:00p,Memphis Grizzlies,110,Utah Jazz,126,Box Score,,"5,546",,1,360,313,44,34,36,28
"Sat, Mar 27, 2021",10:00p,Philadelphia 76ers,112,Los Angeles Clippers,122,Box Score,,0,,1,361,313,49,43,37,34
"Sat, Mar 27, 2021",10:00p,Cleveland Cavaliers,98,Sacramento Kings,100,Box Score,,0,,1,362,313,31,19,21,14
"Sun, Mar 28, 2021",1:00p,Phoenix Suns,101,Charlotte Hornets,97,Box Score,OT,"3,850",,0,363,313,23,34,18,22
"Sun, Mar 28, 2021",7:00p,Portland Trail Blazers,122,Toronto Raptors,117,Box Score,,"2,021",,0,363,314,53,35,40,25
"Sun, Mar 28, 2021",9:00p,Atlanta Hawks,102,Denver Nuggets,126,Box Score,,0,,1,363,315,46,20,38,15
"Sun, Mar 28, 2021",10:00p,Orlando Magic,93,Los Angeles Lakers,96,Box Score,,0,,1,364,315,52,33,41,24
"Mon, Mar 29, 2021",7:00p,Indiana Pacers,124,Washington Wizards,132,Box Score,,0,,1,365,315,25,45,20,32
"Mon, Mar 29, 2021",7:30p,New Orleans Pelicans,115,Boston Celtics,109,Box Score,,"2,298",,0,366,315,48,30,38,23
"Mon, Mar 29, 2021",7:30p,Minnesota Timberwolves,107,Brooklyn Nets,112,Box Score,,"1,732",,1,366,316,35,19,25,16
"Mon, Mar 29, 2021",7:30p,Miami Heat,98,New York Knicks,88,Box Score,,"1,981",,0,367,316,21,44,17,35
"Mon, Mar 29, 2021",8:00p,Toronto Raptors,104,Detroit Pistons,118,Box Score,,750,,1,367,317,20,53,19,40
"Mon, Mar 29, 2021",8:00p,Memphis Grizzlies,120,Houston Rockets,110,Box Score,,"3,319",,0,368,317,44,34,34,28
"Mon, Mar 29, 2021",8:00p,Dallas Mavericks,127,Oklahoma City Thunder,106,Box Score,,0,,0,368,318,44,43,33,33
"Mon, Mar 29, 2021",8:30p,Sacramento Kings,132,San Antonio Spurs,115,Box Score,,"2,876",,0,368,319,32,31,23,21
"Mon, Mar 29, 2021",9:00p,Cleveland Cavaliers,75,Utah Jazz,114,Box Score,,"5,546",,1,368,320,44,19,36,14
"Mon, Mar 29, 2021",10:00p,Chicago Bulls,102,Golden State Warriors,116,Box Score,,0,,1,369,320,15,22,12,19
"Mon, Mar 29, 2021",10:00p,Milwaukee Bucks,105,Los Angeles Clippers,129,Box Score,,0,,1,370,320,49,56,37,46
"Tue, Mar 30, 2021",7:00p,Charlotte Hornets,114,Washington Wizards,104,Box Score,,0,,0,371,320,25,23,20,18
"Tue, Mar 30, 2021",9:00p,Philadelphia 76ers,95,Denver Nuggets,104,Box Score,,"3,574",,1,371,321,46,43,38,34
"Tue, Mar 30, 2021",10:00p,Orlando Magic,103,Los Angeles Clippers,96,Box Score,,0,,0,372,321,49,33,37,24
"Tue, Mar 30, 2021",10:00p,Atlanta Hawks,110,Phoenix Suns,117,Box Score,,"3,173",,1,372,322,34,20,22,15
"Wed, Mar 31, 2021",7:00p,Portland Trail Blazers,124,Detroit Pistons,101,Box Score,,750,,0,373,322,20,35,19,25
"Wed, Mar 31, 2021",7:00p,Miami Heat,92,Indiana Pacers,87,Box Score,,0,,0,373,323,45,44,32,35
"Wed, Mar 31, 2021",7:30p,Dallas Mavericks,113,Boston Celtics,108,Box Score,,"2,298",,0,373,324,48,43,38,33
"Wed, Mar 31, 2021",7:30p,Houston Rockets,108,Brooklyn Nets,120,Box Score,,"1,773",,1,373,325,35,44,25,34
"Wed, Mar 31, 2021",8:00p,Utah Jazz,111,Memphis Grizzlies,107,Box Score,,"2,314",,0,374,325,34,44,28,36
"Wed, Mar 31, 2021",8:00p,New York Knicks,101,Minnesota Timberwolves,102,Box Score,,0,,1,374,326,19,21,16,17
"Wed, Mar 31, 2021",8:00p,Toronto Raptors,103,Oklahoma City Thunder,113,Box Score,,0,,1,375,326,44,53,33,40
"Wed, Mar 31, 2021",8:30p,Sacramento Kings,106,San Antonio Spurs,120,Box Score,,"2,802",,1,376,326,32,31,23,21
"Wed, Mar 31, 2021",10:00p,Milwaukee Bucks,112,Los Angeles Lakers,97,Box Score,,0,,0,377,326,52,56,41,46
"Wed, Mar 31, 2021",10:00p,Chicago Bulls,116,Phoenix Suns,121,Box Score,,"3,459",,1,377,327,34,22,22,19
"Thu, Apr 1, 2021",7:00p,Philadelphia 76ers,114,Cleveland Cavaliers,94,Box Score,,"4,100",,0,378,327,19,43,14,34
"Thu, Apr 1, 2021",7:00p,Washington Wizards,91,Detroit Pistons,120,Box Score,,750,,1,378,328,20,25,19,20
"Thu, Apr 1, 2021",7:30p,Charlotte Hornets,89,Brooklyn Nets,111,Box Score,,"1,773",,1,379,328,35,23,25,18
"Thu, Apr 1, 2021",8:00p,Golden State Warriors,109,Miami Heat,116,Box Score,,0,,1,380,328,44,15,35,12
"Thu, Apr 1, 2021",8:00p,Orlando Magic,115,New Orleans Pelicans,110,Box Score,OT,"3,700",,0,381,328,30,33,23,24
"Thu, Apr 1, 2021",8:30p,Atlanta Hawks,134,San Antonio Spurs,129,Box Score,2OT,"2,949",,0,381,329,32,20,23,15
"Thu, Apr 1, 2021",10:00p,Denver Nuggets,101,Los Angeles Clippers,94,Box Score,,0,,0,381,330,49,46,37,38
"Fri, Apr 2, 2021",7:00p,Golden State Warriors,77,Toronto Raptors,130,Box Score,,"3,085",,1,381,331,53,15,40,12
"Fri, Apr 2, 2021",7:30p,Houston Rockets,102,Boston Celtics,118,Box Score,,0,,1,382,331,48,44,38,34
"Fri, Apr 2, 2021",7:30p,Dallas Mavericks,99,New York Knicks,86,Box Score,,"1,981",,0,383,331,21,43,17,33
"Fri, Apr 2, 2021",8:00p,Charlotte Hornets,114,Indiana Pacers,97,Box Score,,0,,0,383,332,45,23,32,18
"Fri, Apr 2, 2021",8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,120,Box Score,,"2,987",,1,383,333,34,19,28,16
"Fri, Apr 2, 2021",9:00p,Atlanta Hawks,126,New Orleans Pelicans,103,Box Score,,"3,700",,0,384,333,30,20,23,15
"Fri, Apr 2, 2021",9:00p,Chicago Bulls,106,Utah Jazz,113,Box Score,,"5,546",,1,384,334,44,22,36,19
"Fri, Apr 2, 2021",10:00p,Oklahoma City Thunder,103,Phoenix Suns,140,Box Score,,"3,422",,1,385,334,34,44,22,33
"Fri, Apr 2, 2021",10:00p,Milwaukee Bucks,127,Portland Trail Blazers,109,Box Score,,0,,0,386,334,35,56,25,46
"Fri, Apr 2, 2021",10:00p,Los Angeles Lakers,115,Sacramento Kings,94,Box Score,,0,,0,386,335,31,52,21,41
"Sat, Apr 3, 2021",7:00p,Dallas Mavericks,109,Washington Wizards,87,Box Score,,0,,0,386,336,25,43,20,33
"Sat, Apr 3, 2021",8:00p,New York Knicks,125,Detroit Pistons,81,Box Score,,750,,0,386,337,20,21,19,17
"Sat, Apr 3, 2021",8:00p,Cleveland Cavaliers,101,Miami Heat,115,Box Score,,0,,1,386,338,44,19,35,14
"Sat, Apr 3, 2021",8:00p,Minnesota Timberwolves,113,Philadelphia 76ers,122,Box Score,,"3,071",,1,387,338,43,19,34,16
"Sat, Apr 3, 2021",9:00p,Indiana Pacers,139,San Antonio Spurs,133,Box Score,OT,"3,276",,0,388,338,32,45,23,32
"Sat, Apr 3, 2021",9:00p,Orlando Magic,91,Utah Jazz,137,Box Score,,"5,546",,1,388,339,44,33,36,24
"Sat, Apr 3, 2021",10:00p,Oklahoma City Thunder,85,Portland Trail Blazers,133,Box Score,,0,,1,389,339,35,44,25,33
"Sat, Apr 3, 2021",10:00p,Milwaukee Bucks,129,Sacramento Kings,128,Box Score,,0,,0,390,339,31,56,21,46
"Sun, Apr 4, 2021",2:00p,Brooklyn Nets,107,Chicago Bulls,115,Box Score,,0,,1,390,340,22,35,19,25
"Sun, Apr 4, 2021",3:30p,Los Angeles Lakers,86,Los Angeles Clippers,104,Box Score,,0,,1,391,340,49,52,37,41
"Sun, Apr 4, 2021",6:00p,Charlotte Hornets,86,Boston Celtics,116,Box Score,,0,,1,392,340,48,23,38,18
"Sun, Apr 4, 2021",7:00p,Memphis Grizzlies,116,Philadelphia 76ers,100,Box Score,,"4,094",,0,393,340,43,34,34,28
"Sun, Apr 4, 2021",7:30p,Golden State Warriors,111,Atlanta Hawks,117,Box Score,,"2,937",,1,393,341,20,15,15,12
"Sun, Apr 4, 2021",8:00p,New Orleans Pelicans,122,Houston Rockets,115,Box Score,,"3,268",,0,394,341,44,30,34,23
"Sun, Apr 4, 2021",10:00p,Orlando Magic,109,Denver Nuggets,119,Box Score,,"3,927",,1,394,342,46,33,38,24
"Mon, Apr 5, 2021",7:00p,New York Knicks,112,Brooklyn Nets,114,Box Score,,"1,773",,1,395,342,35,21,25,17
"Mon, Apr 5, 2021",7:00p,Utah Jazz,103,Dallas Mavericks,111,Box Score,,"4,261",,1,396,342,43,44,33,36
"Mon, Apr 5, 2021",7:00p,Sacramento Kings,106,Minnesota Timberwolves,116,Box Score,,"1,436",,1,397,342,19,31,16,21
"Mon, Apr 5, 2021",7:00p,Detroit Pistons,132,Oklahoma City Thunder,108,Box Score,,0,,0,398,342,44,20,33,19
"Mon, Apr 5, 2021",7:00p,Cleveland Cavaliers,125,San Antonio Spurs,101,Box Score,,"2,482",,0,398,343,32,19,23,14
"Mon, Apr 5, 2021",7:00p,Washington Wizards,101,Toronto Raptors,103,Box Score,,"1,620",,1,398,344,53,25,40,20
"Mon, Apr 5, 2021",8:00p,Phoenix Suns,133,Houston Rockets,130,Box Score,,"3,093",,0,399,344,44,34,34,22
"Tue, Apr 6, 2021",7:00p,Chicago Bulls,113,Indiana Pacers,97,Box Score,,0,,0,399,345,45,22,32,19
"Tue, Apr 6, 2021",7:30p,New Orleans Pelicans,107,Atlanta Hawks,123,Box Score,,"2,816",,1,399,346,20,30,15,23
"Tue, Apr 6, 2021",7:30p,Philadelphia 76ers,106,Boston Celtics,96,Box Score,,"2,298",,0,400,346,48,43,38,34
"Tue, Apr 6, 2021",7:30p,Los Angeles Lakers,110,Toronto Raptors,101,Box Score,,0,,0,400,347,53,52,40,41
"Tue, Apr 6, 2021",8:00p,Memphis Grizzlies,124,Miami Heat,112,Box Score,,0,,0,400,348,44,34,35,28
"Tue, Apr 6, 2021",9:00p,Detroit Pistons,119,Denver Nuggets,134,Box Score,,"3,556",,1,400,349,46,20,38,19
"Tue, Apr 6, 2021",10:00p,Milwaukee Bucks,121,Golden State Warriors,122,Box Score,,0,,1,401,349,15,56,12,46
"Tue, Apr 6, 2021",10:00p,Portland Trail Blazers,116,Los Angeles Clippers,133,Box Score,,0,,1,402,349,49,35,37,25
"Wed, Apr 7, 2021",7:00p,Minnesota Timberwolves,137,Indiana Pacers,141,Box Score,,0,,1,403,349,45,19,32,16
"Wed, Apr 7, 2021",7:00p,Washington Wizards,131,Orlando Magic,116,Box Score,,"3,991",,0,404,349,33,25,24,20
"Wed, Apr 7, 2021",7:30p,New York Knicks,99,Boston Celtics,101,Box Score,,"2,298",,1,404,350,48,21,38,17
"Wed, Apr 7, 2021",7:30p,New Orleans Pelicans,111,Brooklyn Nets,139,Box Score,,"1,773",,1,405,350,35,30,25,23
"Wed, Apr 7, 2021",8:00p,Memphis Grizzlies,131,Atlanta Hawks,113,Box Score,,"2,774",,0,406,350,20,34,15,28
"Wed, Apr 7, 2021",8:00p,Dallas Mavericks,93,Houston Rockets,102,Box Score,,"3,399",,1,406,351,44,43,34,33
"Wed, Apr 7, 2021",8:00p,Charlotte Hornets,113,Oklahoma City Thunder,102,Box Score,,0,,0,407,351,44,23,33,18
"Wed, Apr 7, 2021",9:00p,San Antonio Spurs,96,Denver Nuggets,106,Box Score,,"3,715",,1,407,352,46,32,38,23
"Wed, Apr 7, 2021",10:00p,Utah Jazz,113,Phoenix Suns,117,Box Score,OT,"5,110",,1,408,352,34,44,22,36
"Thu, Apr 8, 2021",7:30p,Los Angeles Lakers,104,Miami Heat,110,Box Score,,0,,1,409,352,44,52,35,41
"Thu, Apr 8, 2021",7:30p,Chicago Bulls,122,Toronto Raptors,113,Box Score,,0,,0,410,352,53,22,40,19
"Thu, Apr 8, 2021",8:00p,Cleveland Cavaliers,129,Oklahoma City Thunder,102,Box Score,,0,,0,410,353,44,19,33,14
"Thu, Apr 8, 2021",9:00p,Milwaukee Bucks,101,Dallas Mavericks,116,Box Score,,"4,190",,1,410,354,43,56,33,46
"Thu, Apr 8, 2021",10:00p,Phoenix Suns,103,Los Angeles Clippers,113,Box Score,,0,,1,411,354,49,34,37,22
"Thu, Apr 8, 2021",10:00p,Detroit Pistons,113,Sacramento Kings,101,Box Score,,0,,0,412,354,31,20,21,19
"Thu, Apr 8, 2021",10:00p,Portland Trail Blazers,103,Utah Jazz,122,Box Score,,"5,546",,1,412,355,44,35,36,25
"Fri, Apr 9, 2021",7:00p,Indiana Pacers,111,Orlando Magic,106,Box Score,,"3,777",,0,413,355,33,45,24,32
"Fri, Apr 9, 2021",7:30p,Minnesota Timberwolves,136,Boston Celtics,145,Box Score,OT,"2,298",,1,413,356,48,19,38,16
"Fri, Apr 9, 2021",7:30p,Memphis Grizzlies,129,New York Knicks,133,Box Score,OT,"1,912",,1,414,356,21,34,17,28
"Fri, Apr 9, 2021",8:00p,Chicago Bulls,108,Atlanta Hawks,120,Box Score,,996,,1,415,356,20,22,15,19
"Fri, Apr 9, 2021",8:00p,Philadelphia 76ers,94,New Orleans Pelicans,101,Box Score,,"3,700",,1,416,356,30,43,23,34
"Fri, Apr 9, 2021",9:00p,San Antonio Spurs,119,Denver Nuggets,121,Box Score,,"3,750",,1,417,356,46,32,38,23
"Fri, Apr 9, 2021",9:00p,Charlotte Hornets,127,Milwaukee Bucks,119,Box Score,,"3,280",,0,418,356,56,23,46,18
"Fri, Apr 9, 2021",10:00p,Washington Wizards,110,Golden State Warriors,107,Box Score,,0,,0,418,357,15,25,12,20
"Fri, Apr 9, 2021",10:00p,Houston Rockets,109,Los Angeles Clippers,126,Box Score,,0,,1,418,358,49,44,37,34
"Sat, Apr 10, 2021",7:30p,Toronto Raptors,135,Cleveland Cavaliers,115,Box Score,,"4,148",,0,419,358,19,53,14,40
"Sat, Apr 10, 2021",8:30p,Los Angeles Lakers,126,Brooklyn Nets,101,Box Score,,"1,773",,0,419,359,35,52,25,41
"Sat, Apr 10, 2021",9:00p,Philadelphia 76ers,117,Oklahoma City Thunder,93,Box Score,,0,,0,419,360,44,43,33,34
"Sat, Apr 10, 2021",9:00p,Sacramento Kings,112,Utah Jazz,128,Box Score,,"5,546",,1,419,361,44,31,36,21
"Sat, Apr 10, 2021",10:00p,Houston Rockets,109,Golden State Warriors,125,Box Score,,0,,1,420,361,15,44,12,34
"Sat, Apr 10, 2021",10:00p,Washington Wizards,106,Phoenix Suns,134,Box Score,,"5,028",,1,421,361,34,25,22,20
"Sat, Apr 10, 2021",10:00p,Detroit Pistons,103,Portland Trail Blazers,118,Box Score,,0,,1,422,361,35,20,25,19
"Sun, Apr 11, 2021",1:00p,Atlanta Hawks,105,Charlotte Hornets,101,Box Score,,"4,148",,0,423,361,23,20,18,15
"Sun, Apr 11, 2021",3:00p,Boston Celtics,105,Denver Nuggets,87,Box Score,,"4,032",,0,423,362,46,48,38,38
"Sun, Apr 11, 2021",7:00p,New Orleans Pelicans,116,Cleveland Cavaliers,109,Box Score,,"4,148",,0,423,363,19,30,14,23
"Sun, Apr 11, 2021",7:00p,Milwaukee Bucks,124,Orlando Magic,87,Box Score,,"3,316",,0,423,364,33,56,24,46
"Sun, Apr 11, 2021",8:00p,San Antonio Spurs,119,Dallas Mavericks,117,Box Score,,"4,054",,0,423,365,43,32,33,23
"Sun, Apr 11, 2021",8:00p,Indiana Pacers,132,Memphis Grizzlies,125,Box Score,,"2,341",,0,423,366,34,45,28,32
"Sun, Apr 11, 2021",8:00p,Chicago Bulls,117,Minnesota Timberwolves,121,Box Score,,"1,436",,1,423,367,19,22,16,19
"Sun, Apr 11, 2021",8:00p,Toronto Raptors,96,New York Knicks,102,Box Score,,"1,833",,1,424,367,21,53,17,40
"Sun, Apr 11, 2021",10:00p,Detroit Pistons,124,Los Angeles Clippers,131,Box Score,,0,,1,425,367,49,20,37,19
"Sun, Apr 11, 2021",10:00p,Miami Heat,107,Portland Trail Blazers,98,Box Score,,0,,0,426,367,35,44,25,35
"Mon, Apr 12, 2021",7:30p,Philadelphia 76ers,113,Dallas Mavericks,95,Box Score,,"4,016",,0,426,368,43,43,33,34
"Mon, Apr 12, 2021",7:30p,Los Angeles Lakers,96,New York Knicks,111,Box Score,,"1,981",,1,426,369,21,52,17,41
"Mon, Apr 12, 2021",8:00p,San Antonio Spurs,120,Orlando Magic,97,Box Score,,"3,107",,0,427,369,33,32,24,23
"Mon, Apr 12, 2021",9:00p,Chicago Bulls,90,Memphis Grizzlies,101,Box Score,,"2,194",,1,427,370,34,22,28,19
"Mon, Apr 12, 2021",9:00p,Sacramento Kings,110,New Orleans Pelicans,117,Box Score,,"3,700",,1,428,370,30,31,23,21
"Mon, Apr 12, 2021",9:00p,Washington Wizards,125,Utah Jazz,121,Box Score,,"5,546",,0,429,370,44,25,36,20
"Mon, Apr 12, 2021",10:00p,Denver Nuggets,107,Golden State Warriors,116,Box Score,,0,,1,429,371,15,46,12,38
"Mon, Apr 12, 2021",10:00p,Houston Rockets,120,Phoenix Suns,126,Box Score,,"4,145",,1,430,371,34,44,22,34
"Tue, Apr 13, 2021",4:00p,Brooklyn Nets,127,Minnesota Timberwolves,97,Box Score,,0,,0,431,371,19,35,16,25
"Tue, Apr 13, 2021",7:30p,Los Angeles Clippers,126,Indiana Pacers,115,Box Score,,0,,0,431,372,45,49,32,37
"Tue, Apr 13, 2021",7:30p,Atlanta Hawks,108,Toronto Raptors,103,Box Score,,"1,427",,0,431,373,53,20,40,15
"Tue, Apr 13, 2021",8:00p,Los Angeles Lakers,101,Charlotte Hornets,93,Box Score,,"3,676",,0,431,374,23,52,18,41
"Tue, Apr 13, 2021",9:00p,Oklahoma City Thunder,96,Utah Jazz,106,Box Score,,"5,546",,1,431,375,44,44,36,33
"Tue, Apr 13, 2021",10:00p,Miami Heat,86,Phoenix Suns,106,Box Score,,"5,024",,1,432,375,34,44,22,35
"Tue, Apr 13, 2021",10:00p,Boston Celtics,116,Portland Trail Blazers,115,Box Score,,0,,0,433,375,35,48,25,38
"Wed, Apr 14, 2021",4:30p,Milwaukee Bucks,130,Minnesota Timberwolves,105,Box Score,,0,,0,433,376,19,56,16,46
"Wed, Apr 14, 2021",7:00p,Cleveland Cavaliers,103,Charlotte Hornets,90,Box Score,,"2,955",,0,433,377,23,19,18,14
"Wed, Apr 14, 2021",7:00p,Brooklyn Nets,117,Philadelphia 76ers,123,Box Score,,"4,094",,1,433,378,43,35,34,25
"Wed, Apr 14, 2021",7:30p,San Antonio Spurs,112,Toronto Raptors,117,Box Score,,"1,184",,1,434,378,53,32,40,23
"Wed, Apr 14, 2021",8:00p,Orlando Magic,115,Chicago Bulls,106,Box Score,,0,,0,435,378,22,33,19,24
"Wed, Apr 14, 2021",8:00p,Los Angeles Clippers,100,Detroit Pistons,98,Box Score,,750,,0,435,379,20,49,19,37
"Wed, Apr 14, 2021",8:00p,New York Knicks,116,New Orleans Pelicans,106,Box Score,,"3,700",,0,435,380,30,21,23,17
"Wed, Apr 14, 2021",9:00p,Indiana Pacers,132,Houston Rockets,124,Box Score,,"3,293",,0,435,381,44,45,34,32
"Wed, Apr 14, 2021",9:00p,Golden State Warriors,147,Oklahoma City Thunder,109,Box Score,,0,,0,435,382,44,15,33,12
